id,price,brand,model,year,title_status,mileage,color,state,country
1184,6500,ford,door,2015,clean vehicle,60015,black,pennsylvania,usa
1185,1500,ford,door,2013,clean vehicle,126381,gray,pennsylvania,usa
1186,2200,ford,door,2013,clean vehicle,128753,black,pennsylvania,usa
1187,4200,ford,door,2013,clean vehicle,0,no_color,pennsylvania,usa
1188,8700,ford,van,2013,clean vehicle,64598,white,pennsylvania,usa
1189,3200,ford,door,2012,clean vehicle,111532,black,pennsylvania,usa
1190,9000,ford,door,2012,clean vehicle,149346,black,pennsylvania,usa
1191,20000,ford,edge,2018,clean vehicle,43567,silver,illinois,usa
1192,33000,ford,door,2017,clean vehicle,36004,white,texas,usa
1193,23300,ford,f-150,2019,clean vehicle,10935,white,south carolina,usa
1194,8750,ford,van,2017,clean vehicle,150484,white,illinois,usa
1195,11975,ford,door,2012,clean vehicle,122014,white,texas,usa
1196,23600,ford,transit,2019,clean vehicle,19363,white,south carolina,usa
1197,12000,ford,explorer,2016,clean vehicle,42902,black,texas,usa
1198,30900,ford,f-150,2018,clean vehicle,401,red,indiana,usa
1199,23900,ford,transit,2019,clean vehicle,11077,white,south carolina,usa
1200,40400,ford,f-150,2018,clean vehicle,34100,black,indiana,usa
1201,38000,ford,srw,2019,clean vehicle,30018,white,minnesota,usa
1202,27000,ford,flex,2019,clean vehicle,18279,white,illinois,usa
1203,24000,ford,transit,2019,clean vehicle,7373,white,south carolina,usa
1204,30000,ford,ranger,2019,clean vehicle,2590,gray,wisconsin,usa
1205,16200,ford,fusion,2019,clean vehicle,41662,white,south carolina,usa
1206,30000,ford,flex,2019,clean vehicle,15019,gray,wisconsin,usa
1207,23900,ford,transit,2019,clean vehicle,9420,white,south carolina,usa
1208,13800,ford,taurus,2018,clean vehicle,41864,white,missouri,usa
1209,23700,ford,transit,2019,clean vehicle,16829,white,south carolina,usa
1210,24300,ford,f-150,2018,clean vehicle,6290,gray,illinois,usa
1211,54900,ford,srw,2019,clean vehicle,14393,black,nevada,usa
1212,22500,ford,taurus,2018,clean vehicle,14599,white,wisconsin,usa
1213,39000,ford,f-150,2018,clean vehicle,25839,gray,illinois,usa
1214,13900,ford,escape,2018,clean vehicle,60715,gray,wisconsin,usa
1215,24700,ford,explorer,2018,clean vehicle,23350,red,illinois,usa
1216,20100,ford,transit,2018,clean vehicle,62386,white,california,usa
1217,22000,ford,mustang,2018,clean vehicle,6248,red,illinois,usa
1218,38200,ford,mustang,2019,clean vehicle,878,green,florida,usa
1219,24400,ford,transit,2018,clean vehicle,49710,white,california,usa
1220,35000,ford,mustang,2018,clean vehicle,2042,blue,illinois,usa
1221,18600,ford,flex,2019,clean vehicle,7742,white,florida,usa
1222,22700,ford,transit,2018,clean vehicle,39733,white,california,usa
1223,38000,ford,f-150,2018,clean vehicle,33701,black,illinois,usa
1224,17000,ford,door,2014,clean vehicle,67542,red,illinois,usa
1225,17500,ford,escape,2017,clean vehicle,35095,gray,wisconsin,usa
1226,23200,ford,f-150,2019,clean vehicle,8652,white,michigan,usa
1227,30700,ford,explorer,2017,clean vehicle,51107,red,wisconsin,usa
1228,23500,ford,transit,2019,clean vehicle,14987,white,michigan,usa
1229,26400,ford,edge,2017,clean vehicle,28252,blue,wisconsin,usa
1230,23500,ford,transit,2019,clean vehicle,16009,white,michigan,usa
1231,38000,ford,door,2017,clean vehicle,47866,white,wisconsin,usa
1232,23600,ford,transit,2019,clean vehicle,11004,white,michigan,usa
1233,19300,ford,edge,2017,clean vehicle,42895,gray,wisconsin,usa
1234,23200,ford,f-150,2019,clean vehicle,9490,white,michigan,usa
1235,13800,ford,door,2017,clean vehicle,39027,no_color,wisconsin,usa
1236,23600,ford,transit,2019,clean vehicle,13466,white,michigan,usa
1237,23200,ford,f-150,2019,clean vehicle,8737,white,michigan,usa
1238,40000,ford,door,2017,clean vehicle,23960,red,wisconsin,usa
1239,23400,ford,f-150,2019,clean vehicle,5562,white,michigan,usa
1240,23600,ford,transit,2019,clean vehicle,13763,white,michigan,usa
1241,23000,ford,f-150,2019,clean vehicle,10444,white,michigan,usa
1242,25500,ford,door,2017,clean vehicle,41696,black,wisconsin,usa
1243,23500,ford,transit,2019,clean vehicle,15787,white,michigan,usa
1244,29900,ford,door,2017,clean vehicle,9167,white,wisconsin,usa
1245,23200,ford,transit,2019,clean vehicle,17541,white,michigan,usa
1246,50500,ford,f-150,2017,clean vehicle,24686,silver,wisconsin,usa
1247,23400,ford,transit,2019,clean vehicle,15210,white,michigan,usa
1248,24500,ford,transit,2017,clean vehicle,54601,white,wisconsin,usa
1249,49000,ford,mustang,2017,clean vehicle,2205,black,illinois,usa
1250,25400,ford,transit,2017,clean vehicle,35691,white,wisconsin,usa
1251,23000,ford,flex,2017,clean vehicle,32788,silver,illinois,usa
1252,6000,ford,door,2012,clean vehicle,180471,gray,minnesota,usa
1253,22400,ford,edge,2016,clean vehicle,42925,black,wisconsin,usa
1254,22500,ford,edge,2016,clean vehicle,37385,black,wisconsin,usa
1255,25200,ford,edge,2019,clean vehicle,15415,gray,virginia,usa
1256,36000,ford,door,2016,clean vehicle,20047,white,wisconsin,usa
1257,26700,ford,edge,2019,clean vehicle,16884,black,virginia,usa
1258,30500,ford,door,2016,clean vehicle,57936,gray,wisconsin,usa
1259,26700,ford,edge,2019,clean vehicle,15244,black,virginia,usa
1260,25000,ford,edge,2019,clean vehicle,19842,gray,virginia,usa
1261,35200,ford,door,2016,clean vehicle,38830,white,wisconsin,usa
1262,30300,ford,f-150,2019,clean vehicle,31899,white,tennessee,usa
1263,25000,ford,door,2016,clean vehicle,69305,no_color,illinois,usa
1264,26500,ford,door,2016,clean vehicle,46098,red,wisconsin,usa
1265,21600,ford,mustang,2019,clean vehicle,29457,gray,virginia,usa
1266,18800,ford,edge,2016,clean vehicle,30765,no_color,wisconsin,usa
1267,21500,ford,mustang,2019,clean vehicle,29096,red,virginia,usa
1268,9000,ford,door,2016,clean vehicle,40437,no_color,new jersey,usa
1269,16700,ford,cutaway,2015,clean vehicle,69004,white,wisconsin,usa
1270,16800,ford,cutaway,2015,clean vehicle,65179,white,wisconsin,usa
1271,15700,ford,cutaway,2015,clean vehicle,75862,white,wisconsin,usa
1272,16800,ford,cutaway,2015,clean vehicle,68319,white,wisconsin,usa
1273,19500,ford,door,2015,clean vehicle,80354,gray,wisconsin,usa
1274,20500,ford,door,2015,clean vehicle,51441,black,wisconsin,usa
1275,17400,ford,cutaway,2015,clean vehicle,70954,white,wisconsin,usa
1276,17500,ford,door,2014,clean vehicle,92500,red,wisconsin,usa
1277,26000,ford,door,2014,clean vehicle,66367,silver,illinois,usa
1278,56700,ford,f-150,2019,clean vehicle,13884,white,kentucky,usa
1279,5000,ford,door,2013,clean vehicle,202565,no_color,wisconsin,usa
1280,40200,ford,f-150,2019,clean vehicle,26484,no_color,kentucky,usa
1281,54000,ford,door,2013,clean vehicle,703,red,illinois,usa
1282,65200,ford,max,2019,clean vehicle,18138,white,kentucky,usa
1283,32500,ford,srw,2017,clean vehicle,28007,white,minnesota,usa
1284,25500,ford,transit,2019,clean vehicle,11251,white,illinois,usa
1285,63000,ford,srw,2019,clean vehicle,11640,no_color,illinois,usa
1286,44000,ford,srw,2019,clean vehicle,10763,white,illinois,usa
1287,70000,ford,drw,2019,clean vehicle,9643,no_color,illinois,usa
1288,56200,ford,srw,2019,clean vehicle,33930,gray,kentucky,usa
1289,35000,ford,srw,2019,clean vehicle,26451,white,wisconsin,usa
1290,57700,ford,srw,2019,clean vehicle,21101,red,kentucky,usa
1291,74000,ford,drw,2019,clean vehicle,10536,no_color,illinois,usa
1292,60200,ford,srw,2019,clean vehicle,31744,white,kentucky,usa
1293,60000,ford,srw,2018,clean vehicle,18062,black,illinois,usa
1294,63000,ford,srw,2018,clean vehicle,17942,black,illinois,usa
1295,22500,ford,door,2014,clean vehicle,43646,black,wisconsin,usa
1296,8300,ford,energi,2014,clean vehicle,71989,gray,wisconsin,usa
1297,8300,ford,door,2012,clean vehicle,138328,white,wisconsin,usa
1298,21000,ford,door,2013,clean vehicle,95386,brown,wisconsin,usa
1299,19300,ford,fusion,2019,clean vehicle,23740,black,mississippi,usa
1300,16400,ford,fusion,2019,clean vehicle,36064,gray,alabama,usa
1301,27300,ford,f-150,2019,clean vehicle,18805,gray,mississippi,usa
1302,26400,ford,cab,2012,clean vehicle,151035,white,wisconsin,usa
1303,35100,ford,mustang,2019,clean vehicle,10099,red,mississippi,usa
1304,41500,ford,f-150,2018,clean vehicle,9800,black,new jersey,usa
1305,34100,ford,mustang,2019,clean vehicle,10483,white,mississippi,usa
1306,28600,ford,f-150,2019,clean vehicle,17544,no_color,california,usa
1307,34100,ford,mustang,2019,clean vehicle,10167,red,mississippi,usa
1308,28700,ford,ranger,2019,clean vehicle,11457,gray,california,usa
1309,24700,ford,edge,2019,clean vehicle,26590,no_color,california,usa
1310,46500,ford,expedition,2019,clean vehicle,35346,black,california,usa
1311,29000,ford,f-150,2019,clean vehicle,12953,black,california,usa
1312,25500,ford,edge,2019,clean vehicle,26693,silver,california,usa
1313,39500,ford,f-150,2019,clean vehicle,25071,yellow,california,usa
1314,33100,ford,f-150,2019,clean vehicle,33538,yellow,california,usa
1315,30500,ford,f-150,2019,clean vehicle,9915,gray,california,usa
1316,3600,ford,fiesta,2018,clean vehicle,1,silver,arizona,usa
1317,16800,ford,fusion,2019,clean vehicle,9910,red,california,usa
1318,24000,ford,f-150,2019,clean vehicle,16765,gray,texas,usa
1319,58500,ford,expedition,2019,clean vehicle,4970,gray,california,usa
1320,55000,ford,door,2017,clean vehicle,43964,black,texas,usa
1321,28800,ford,f-150,2019,clean vehicle,40785,silver,california,usa
1322,26800,ford,door,2015,clean vehicle,108998,white,new jersey,usa
1323,36000,ford,max,2018,clean vehicle,58576,gray,wisconsin,usa
1324,20000,ford,wagon,2018,clean vehicle,55475,white,wisconsin,usa
1325,46700,ford,drw,2019,clean vehicle,35929,black,alabama,usa
1326,42800,ford,srw,2019,clean vehicle,21669,silver,alabama,usa
1327,21800,ford,mustang,2018,clean vehicle,16079,no_color,california,usa
1328,18800,ford,mustang,2018,clean vehicle,41147,white,california,usa
1329,18800,ford,flex,2018,clean vehicle,45798,black,california,usa
1330,30200,ford,f-150,2018,clean vehicle,21703,red,california,usa
1331,27500,ford,explorer,2018,clean vehicle,22284,black,california,usa
1332,37500,ford,transit,2018,clean vehicle,24567,white,california,usa
1333,19100,ford,mustang,2018,clean vehicle,30594,silver,california,usa
1334,17100,ford,flex,2018,clean vehicle,52747,white,california,usa
1335,13500,ford,escape,2018,clean vehicle,21592,silver,florida,usa
1336,54500,ford,srw,2018,clean vehicle,19853,blue,california,usa
1337,9000,ford,fiesta,2018,clean vehicle,25201,gray,florida,usa
1338,16400,ford,f-150,2020,clean vehicle,10351,black,pennsylvania,usa
1339,17000,ford,fusion,2020,clean vehicle,1117,gray,pennsylvania,usa
1340,24800,ford,door,2017,clean vehicle,37279,gold,california,usa
1341,26800,ford,door,2017,clean vehicle,30113,red,california,usa
1342,19400,ford,door,2017,clean vehicle,27570,white,california,usa
1343,20000,ford,flex,2017,clean vehicle,45188,silver,california,usa
1344,7000,ford,door,2012,clean vehicle,149712,silver,texas,usa
1345,25100,ford,explorer,2017,clean vehicle,25030,gold,california,usa
1346,2000,ford,door,2013,salvage insurance,105743,gray,oklahoma,usa
1347,18200,ford,fusion,2020,clean vehicle,9861,black,pennsylvania,usa
1348,14200,ford,fusion,2018,clean vehicle,1751,red,illinois,usa
1349,56500,ford,door,2017,clean vehicle,30629,red,california,usa
1350,2000,ford,door,2016,salvage insurance,52883,gray,oklahoma,usa
1351,26500,ford,van,2020,clean vehicle,122,white,pennsylvania,usa
1352,34300,ford,srw,2019,clean vehicle,28534,white,florida,usa
1353,43500,ford,f-150,2017,clean vehicle,80699,black,california,usa
1354,3500,ford,door,2016,salvage insurance,72851,white,oklahoma,usa
1355,37200,ford,srw,2019,clean vehicle,24078,white,florida,usa
1356,12800,ford,door,2017,clean vehicle,38639,orange,california,usa
1357,15000,ford,door,2013,salvage insurance,146807,silver,texas,usa
1358,12500,ford,door,2017,clean vehicle,31871,silver,california,usa
1359,21500,ford,f-150,2017,clean vehicle,76876,gray,california,usa
1360,17300,ford,fusion,2019,clean vehicle,28070,white,north carolina,usa
1361,27000,ford,explorer,2017,clean vehicle,3189,silver,california,usa
1362,31800,ford,el,2017,clean vehicle,28359,white,florida,usa
1363,13000,ford,door,2017,clean vehicle,42890,gray,california,usa
1364,31800,ford,el,2017,clean vehicle,29328,silver,florida,usa
1365,46300,ford,door,2016,clean vehicle,47531,black,california,usa
1366,6000,ford,door,2015,clean vehicle,57345,gray,missouri,usa
1367,22800,ford,door,2016,clean vehicle,67546,silver,california,usa
1368,45000,ford,expedition,2019,clean vehicle,18153,white,pennsylvania,usa
1369,49500,ford,expedition,2019,clean vehicle,17689,black,pennsylvania,usa
1370,3000,ford,van,2012,clean vehicle,137171,white,missouri,usa
1371,20000,ford,door,2015,clean vehicle,63445,gray,california,usa
1372,25300,ford,edge,2019,clean vehicle,26422,black,pennsylvania,usa
1373,4000,ford,door,2015,salvage insurance,149319,white,south carolina,usa
1374,45500,ford,expedition,2019,clean vehicle,18767,gray,pennsylvania,usa
1375,9100,ford,fiesta,2018,clean vehicle,38289,silver,minnesota,usa
1376,48000,ford,expedition,2019,clean vehicle,22960,black,pennsylvania,usa
1377,47000,ford,max,2019,clean vehicle,17263,blue,pennsylvania,usa
1378,49500,ford,expedition,2019,clean vehicle,16981,black,pennsylvania,usa
1379,31200,ford,wagon,2019,clean vehicle,13058,black,pennsylvania,usa
1380,18500,ford,door,2014,clean vehicle,45887,white,california,usa
1381,15500,ford,escape,2019,clean vehicle,21740,silver,pennsylvania,usa
1382,30500,ford,wagon,2019,clean vehicle,17707,black,pennsylvania,usa
1383,45500,ford,max,2019,clean vehicle,19121,silver,pennsylvania,usa
1384,31500,ford,wagon,2019,clean vehicle,18856,black,pennsylvania,usa
1385,11000,ford,door,2013,clean vehicle,84752,white,new jersey,usa
1386,46500,ford,max,2019,clean vehicle,19555,white,pennsylvania,usa
1387,31500,ford,wagon,2019,clean vehicle,16340,black,pennsylvania,usa
1388,32000,ford,f-150,2018,clean vehicle,17242,white,ohio,usa
1389,23900,ford,edge,2019,clean vehicle,28733,black,pennsylvania,usa
1390,31500,ford,wagon,2019,clean vehicle,16019,black,pennsylvania,usa
1391,18500,ford,taurus,2016,clean vehicle,75580,black,ohio,usa
1392,1500,ford,door,2013,salvage insurance,113444,white,georgia,usa
1393,46000,ford,max,2019,clean vehicle,19227,white,pennsylvania,usa
1394,31500,ford,wagon,2019,clean vehicle,13633,black,pennsylvania,usa
1395,14700,ford,van,2015,clean vehicle,37739,white,new jersey,usa
1396,2700,ford,door,2013,salvage insurance,103541,green,michigan,usa
1397,47500,ford,expedition,2019,clean vehicle,24072,blue,pennsylvania,usa
1398,31500,ford,wagon,2019,clean vehicle,17657,black,pennsylvania,usa
1399,8900,ford,door,2014,clean vehicle,77392,red,new jersey,usa
1400,7000,ford,door,2019,salvage insurance,11930,white,michigan,usa
1401,49000,ford,expedition,2019,clean vehicle,19731,red,pennsylvania,usa
1402,31500,ford,wagon,2019,clean vehicle,15581,black,pennsylvania,usa
1403,8900,ford,door,2014,clean vehicle,70181,black,new jersey,usa
1404,48000,ford,max,2019,clean vehicle,16143,black,pennsylvania,usa
1405,50000,ford,max,2019,clean vehicle,17995,black,pennsylvania,usa
1406,47300,ford,max,2019,clean vehicle,23926,black,pennsylvania,usa
1407,45000,ford,f-150,2017,clean vehicle,57929,black,louisiana,usa
1408,49000,ford,max,2019,clean vehicle,20758,silver,pennsylvania,usa
1409,40200,ford,f-150,2019,clean vehicle,10028,gray,texas,usa
1410,48000,ford,max,2019,clean vehicle,21051,black,pennsylvania,usa
1411,5000,ford,door,2015,clean vehicle,136307,silver,louisiana,usa
1412,8200,ford,bus,2013,clean vehicle,105880,silver,new jersey,usa
1413,49000,ford,max,2019,clean vehicle,19985,white,pennsylvania,usa
1414,4000,ford,door,2015,clean vehicle,102590,gray,louisiana,usa
1415,39000,ford,expedition,2019,clean vehicle,27612,silver,pennsylvania,usa
1416,29000,ford,door,2015,clean vehicle,90855,white,louisiana,usa
1417,46500,ford,max,2019,clean vehicle,19936,silver,pennsylvania,usa
1418,7805,ford,door,2015,clean vehicle,64495,gray,louisiana,usa
1419,22000,ford,mustang,2018,clean vehicle,39477,gray,texas,usa
1420,18800,ford,max,2019,clean vehicle,25698,black,pennsylvania,usa
1421,33000,ford,door,2015,clean vehicle,73849,blue,louisiana,usa
1422,39500,ford,expedition,2019,clean vehicle,25422,black,pennsylvania,usa
1423,16900,ford,door,2015,clean vehicle,47866,black,louisiana,usa
1424,42500,ford,max,2019,clean vehicle,31236,white,pennsylvania,usa
1425,39500,ford,expedition,2019,clean vehicle,26755,gray,pennsylvania,usa
1426,25500,ford,f-150,2018,clean vehicle,49177,blue,illinois,usa
1427,49500,ford,max,2019,clean vehicle,20749,white,pennsylvania,usa
1428,25000,ford,f-150,2018,clean vehicle,15003,white,illinois,usa
1429,40000,ford,f-150,2019,clean vehicle,12247,black,pennsylvania,usa
1430,26000,ford,f-150,2018,clean vehicle,1,black,illinois,usa
1431,29500,ford,f-150,2019,clean vehicle,10808,silver,pennsylvania,usa
1432,23000,ford,f-150,2019,clean vehicle,11263,white,oklahoma,usa
1433,25500,ford,f-150,2018,clean vehicle,42307,black,illinois,usa
1434,44500,ford,f-150,2019,clean vehicle,17484,gray,pennsylvania,usa
1435,15600,ford,escape,2019,clean vehicle,37106,blue,missouri,usa
1436,23100,ford,f-150,2019,clean vehicle,9539,white,oklahoma,usa
1437,37000,ford,f-150,2019,clean vehicle,2384,gray,pennsylvania,usa
1438,14500,ford,fusion,2019,clean vehicle,20590,gray,missouri,usa
1439,23000,ford,f-150,2019,clean vehicle,13896,white,oklahoma,usa
1440,26500,ford,f-150,2019,clean vehicle,9451,gray,pennsylvania,usa
1441,18000,ford,fusion,2017,clean vehicle,31657,red,missouri,usa
1442,35700,ford,expedition,2019,clean vehicle,33907,brown,oklahoma,usa
1443,31000,ford,f-150,2019,clean vehicle,10028,black,pennsylvania,usa
1444,2000,ford,door,2013,clean vehicle,175640,no_color,missouri,usa
1445,40400,ford,max,2019,clean vehicle,30770,white,oklahoma,usa
1446,43600,ford,f-150,2019,clean vehicle,15141,black,pennsylvania,usa
1447,22600,ford,f-150,2019,clean vehicle,18431,white,oklahoma,usa
1448,26000,ford,f-150,2019,clean vehicle,9604,white,pennsylvania,usa
1449,23200,ford,f-150,2019,clean vehicle,9516,white,oklahoma,usa
1450,29000,ford,f-150,2019,clean vehicle,9718,silver,pennsylvania,usa
1451,22800,ford,f-150,2019,clean vehicle,16506,white,oklahoma,usa
1452,3450,ford,door,2015,salvage insurance,192108,white,oregon,usa
1453,31000,ford,f-150,2019,clean vehicle,11028,white,pennsylvania,usa
1454,22900,ford,f-150,2019,clean vehicle,11313,white,oklahoma,usa
1455,3000,ford,door,2014,salvage insurance,141595,red,oregon,usa
1456,28000,ford,f-150,2019,clean vehicle,12886,silver,pennsylvania,usa
1457,23200,ford,f-150,2019,clean vehicle,9556,white,oklahoma,usa
1458,27000,ford,f-150,2019,clean vehicle,13269,blue,pennsylvania,usa
1459,22800,ford,f-150,2019,clean vehicle,16770,white,oklahoma,usa
1460,31500,ford,f-150,2019,clean vehicle,13526,red,pennsylvania,usa
1461,23400,ford,transit,2019,clean vehicle,16391,white,oklahoma,usa
1462,28000,ford,f-150,2019,clean vehicle,11437,white,pennsylvania,usa
1463,23400,ford,transit,2019,clean vehicle,17964,white,oklahoma,usa
1464,28000,ford,f-150,2018,clean vehicle,5440,blue,texas,usa
1465,24900,ford,f-150,2019,clean vehicle,13035,white,pennsylvania,usa
1466,23500,ford,transit,2019,clean vehicle,15759,white,oklahoma,usa
1467,36000,ford,f-150,2018,clean vehicle,30002,gray,texas,usa
1468,28700,ford,f-150,2019,clean vehicle,13673,white,pennsylvania,usa
1469,16000,ford,fusion,2018,clean vehicle,24480,silver,oregon,usa
1470,31000,ford,f-150,2019,clean vehicle,13230,white,pennsylvania,usa
1471,16500,ford,f-150,2017,clean vehicle,137789,white,oregon,usa
1472,28500,ford,f-150,2019,clean vehicle,13516,white,pennsylvania,usa
1473,10800,ford,escape,2017,clean vehicle,81660,black,oregon,usa
1474,28500,ford,f-150,2019,clean vehicle,11763,white,pennsylvania,usa
1475,25000,ford,explorer,2017,clean vehicle,34165,gold,oregon,usa
1476,31000,ford,f-150,2019,clean vehicle,13458,white,pennsylvania,usa
1477,7800,ford,door,2016,clean vehicle,104867,black,oregon,usa
1478,28500,ford,f-150,2019,clean vehicle,14004,white,pennsylvania,usa
1479,9500,ford,door,2016,clean vehicle,69829,silver,oregon,usa
1480,28500,ford,f-150,2019,clean vehicle,13405,silver,pennsylvania,usa
1481,14500,ford,door,2016,clean vehicle,96151,black,oregon,usa
1482,25000,ford,f-150,2019,clean vehicle,12688,black,pennsylvania,usa
1483,14500,ford,door,2016,clean vehicle,116519,white,oregon,usa
1484,28500,ford,f-150,2019,clean vehicle,12260,white,pennsylvania,usa
1485,12100,ford,door,2016,clean vehicle,29367,silver,oregon,usa
1486,29400,ford,f-150,2019,clean vehicle,18982,white,pennsylvania,usa
1487,24700,ford,f-150,2019,clean vehicle,23795,silver,california,usa
1488,8700,ford,door,2016,clean vehicle,76572,gray,oregon,usa
1489,29500,ford,f-150,2019,clean vehicle,15964,white,pennsylvania,usa
1490,25800,ford,f-150,2019,clean vehicle,28117,silver,california,usa
1491,17500,ford,door,2016,clean vehicle,116730,blue,oregon,usa
1492,23900,ford,f-150,2019,clean vehicle,21055,brown,pennsylvania,usa
1493,22900,ford,f-150,2019,clean vehicle,27794,black,california,usa
1494,19500,ford,edge,2016,clean vehicle,56995,black,oregon,usa
1495,29500,ford,f-150,2019,clean vehicle,16625,gray,pennsylvania,usa
1496,24500,ford,f-150,2019,clean vehicle,27689,gray,california,usa
1497,11000,ford,door,2016,clean vehicle,39851,black,oregon,usa
1498,22400,ford,f-150,2019,clean vehicle,31727,black,pennsylvania,usa
1499,15700,ford,escape,2019,clean vehicle,31586,gray,california,usa
1500,11000,ford,door,2015,clean vehicle,33717,black,oregon,usa
1501,28000,ford,f-150,2019,clean vehicle,18418,black,pennsylvania,usa
1502,13500,ford,fusion,2019,clean vehicle,39013,black,california,usa
1503,7300,ford,f-150,2013,clean vehicle,125451,white,oregon,usa
1504,25100,ford,f-150,2019,clean vehicle,21346,black,pennsylvania,usa
1505,24100,ford,transit,2019,clean vehicle,21150,white,california,usa
1506,6500,ford,f-150,2014,clean vehicle,103862,white,oregon,usa
1507,10500,ford,f-150,2019,clean vehicle,22001,red,pennsylvania,usa
1508,16900,ford,fusion,2019,clean vehicle,31261,gray,california,usa
1509,6000,ford,door,2013,clean vehicle,140870,white,oregon,usa
1510,28500,ford,f-150,2019,clean vehicle,14358,white,pennsylvania,usa
1511,16200,ford,fusion,2019,clean vehicle,41672,silver,california,usa
1512,6500,ford,f-150,2013,clean vehicle,95655,white,oregon,usa
1513,24500,ford,flex,2019,clean vehicle,19493,gray,pennsylvania,usa
1514,16500,ford,fusion,2019,clean vehicle,36956,black,california,usa
1515,56500,ford,door,2017,clean vehicle,23223,gold,texas,usa
1516,10400,ford,fusion,2019,clean vehicle,13085,gray,pennsylvania,usa
1517,22800,ford,explorer,2018,clean vehicle,36124,silver,oklahoma,usa
1518,26500,ford,flex,2019,clean vehicle,19147,white,pennsylvania,usa
1519,23800,ford,flex,2019,clean vehicle,24993,red,pennsylvania,usa
1520,24700,ford,f-150,2018,clean vehicle,41127,white,oklahoma,usa
1521,12400,ford,fusion,2019,clean vehicle,32365,black,pennsylvania,usa
1522,16600,ford,fusion,2019,clean vehicle,27774,white,pennsylvania,usa
1523,11200,ford,door,2015,clean vehicle,105027,blue,oklahoma,usa
1524,15900,ford,fusion,2019,clean vehicle,27806,silver,pennsylvania,usa
1525,7700,ford,door,2015,clean vehicle,54198,blue,oklahoma,usa
1526,15100,ford,fusion,2019,clean vehicle,30181,white,pennsylvania,usa
1527,7200,ford,door,2013,clean vehicle,82670,black,oklahoma,usa
1528,15600,ford,fusion,2019,clean vehicle,36305,gold,pennsylvania,usa
1529,39700,ford,srw,2019,clean vehicle,10475,white,oklahoma,usa
1530,16000,ford,fusion,2019,clean vehicle,34734,gray,pennsylvania,usa
1531,7500,ford,door,2012,clean vehicle,186713,black,oklahoma,usa
1532,15500,ford,srw,2017,clean vehicle,132150,white,oregon,usa
1533,19000,ford,taurus,2019,clean vehicle,12928,gray,pennsylvania,usa
1534,5500,ford,door,2015,clean vehicle,116539,silver,oklahoma,usa
1535,38700,ford,drw,2018,clean vehicle,59549,white,oklahoma,usa
1536,21000,ford,taurus,2019,clean vehicle,12174,red,pennsylvania,usa
1537,28500,ford,door,2016,clean vehicle,96129,white,oklahoma,usa
1538,37200,ford,drw,2018,clean vehicle,89809,white,oklahoma,usa
1539,18500,ford,taurus,2019,clean vehicle,18202,white,pennsylvania,usa
1540,15000,ford,door,2015,clean vehicle,128505,white,oklahoma,usa
1541,37700,ford,drw,2017,clean vehicle,43527,white,oklahoma,usa
1542,22200,ford,transit,2019,clean vehicle,15792,white,pennsylvania,usa
1543,39950,ford,f-150,2019,clean vehicle,9278,white,georgia,usa
1544,37600,ford,drw,2017,clean vehicle,41925,white,oklahoma,usa
1545,18500,ford,taurus,2019,clean vehicle,16924,white,pennsylvania,usa
1546,10000,ford,door,2013,clean vehicle,119869,silver,florida,usa
1547,20500,ford,taurus,2019,clean vehicle,17260,silver,pennsylvania,usa
1548,5700,ford,door,2013,clean vehicle,89490,white,florida,usa
1549,21000,ford,transit,2019,clean vehicle,40772,white,pennsylvania,usa
1550,22500,ford,transit,2019,clean vehicle,25623,white,pennsylvania,usa
1551,29000,ford,f-150,2019,clean vehicle,11669,white,colorado,usa
1552,13200,ford,door,2013,clean vehicle,138524,black,florida,usa
1553,25500,ford,transit,2019,clean vehicle,13644,white,pennsylvania,usa
1554,25700,ford,door,2016,clean vehicle,147935,white,texas,usa
1555,18900,ford,doors,2015,clean vehicle,44456,charcoal,new york,usa
1556,31500,ford,wagon,2019,clean vehicle,20357,black,pennsylvania,usa
1557,45500,ford,door,2017,clean vehicle,66366,black,florida,usa
1558,11000,ford,door,2017,clean vehicle,43532,gray,pennsylvania,usa
1559,18288,ford,doors,2015,clean vehicle,45218,gray,new york,usa
1560,20000,ford,door,2017,clean vehicle,85688,white,florida,usa
1561,36600,ford,door,2016,clean vehicle,58902,white,pennsylvania,usa
1562,18299,ford,doors,2015,clean vehicle,59869,silver,pennsylvania,usa
1563,10000,ford,escape,2017,clean vehicle,35021,silver,colorado,usa
1564,4100,ford,door,2012,clean vehicle,100264,silver,pennsylvania,usa
1565,30995,ford,door,2015,clean vehicle,157057,off-white,texas,usa
1566,1750,ford,door,2012,salvage insurance,181316,black,minnesota,usa
1567,31500,ford,wagon,2019,clean vehicle,23222,black,pennsylvania,usa
1568,13500,ford,door,2016,clean vehicle,87686,white,colorado,usa
1569,7500,ford,door,2014,clean vehicle,162918,blue,texas,usa
1570,650,ford,door,2017,salvage insurance,0,black,california,usa
1571,22800,ford,wagon,2019,clean vehicle,32526,white,pennsylvania,usa
1572,11300,ford,door,2016,clean vehicle,69402,white,colorado,usa
1573,32700,ford,door,2014,clean vehicle,76336,white,texas,usa
1574,1350,ford,door,2012,salvage insurance,163334,white,virginia,usa
1575,21900,ford,wagon,2019,clean vehicle,47628,white,pennsylvania,usa
1576,11700,ford,door,2014,clean vehicle,135283,orange,texas,usa
1577,6500,ford,door,2014,salvage insurance,147903,white,georgia,usa
